"GROUP","METHOD","GCF.PRES","GCF.PRES_2.5","GCF.PRES_95","GCF.POS","GCF.POS_2.5","GCF.POS_95","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"PSOL","1_nSPC","-0.36","-2.0118"," 1.3069","0.22","2.215e-05","1.306e+00","0.0116","0.0116","0.105","0.11","0.0012","0.0012"
"PSOL","2_BLT","-0.36","-2.0118"," 1.3069","0.22","2.215e-05","1.306e+00","0.0036","0.0051","0.057","0.25","0.0002","0.0013"
"PSPA","1_nSPC","-0.5","-0.98852","-0.06289","2.1","1.425","2.933","0.26","0.26","0.72","0.72","0.18","0.18"
"PSPA","2_BLT","-0.5","-0.98852","-0.06289","2.1","1.425","2.933","0.27","0.38","1.73","0.83","0.46","0.31"
"PSTE","1_nSPC","0.12","-0.2532"," 0.4794","3.4","2.414","4.540","0.20","0.2","0.012","0.012","0.0024","0.0024"
"PSTE","2_BLT","0.12","-0.2532"," 0.4794","3.4","2.414","4.540","0.22","0.2","0.048","0.014","0.0106","0.0029"
"PTEV","1_nSPC","-0.17","-0.5385"," 0.1956","1.9","1.339","2.655","0.11","0.11","0.037","0.037","0.004","0.0040"
"PTEV","2_BLT","-0.17","-0.5385"," 0.1956","1.9","1.339","2.655","0.11","0.13","0.101","0.053","0.011","0.0069"
"PTHE","1_nSPC","-1.1","-1.9375","-0.1481","1.6","0.4254","4.2357","0.080","0.080","0.051","0.051","0.00408","0.00408"
"PTHE","2_BLT","-1.1","-1.9375","-0.1481","1.6","0.4254","4.2357","0.011","0.031","0.031","0.019","0.00033","0.00059"
"PTMA","1_nSPC","-2.2","-4.197","-0.168","1.8"," 0.05045","10.82371","0.01066","0.0107","3.2","3.2","0.03400","0.0340"
"PTMA","2_BLT","-2.2","-4.197","-0.168","1.8"," 0.05045","10.82371","0.00072","0.0065","1.2","0.7","0.00088","0.0045"
"PTTI","1_nSPC","-1.8","-2.770","-1.034","2","0.4668","5.5029","0.074","0.074","2.1","2.1","0.154","0.15"
"PTTI","2_BLT","-1.8","-2.770","-1.034","2","0.4668","5.5029","0.022","0.120","4.5","2.3","0.097","0.28"
"PTTR","1_nSPC","-0.87","-2.4013"," 0.6159","1.3","0.1450","4.4363","0.0036","0.0036","2.1","2.09","0.0076","0.0076"
"PTTR","2_BLT","-0.87","-2.4013"," 0.6159","1.3","0.1450","4.4363","0.0014","0.0034","1.0","0.83","0.0015","0.0028"
