"GROUP","METHOD","GCF.PRES","GCF.PRES_2.5","GCF.PRES_95","GCF.POS","GCF.POS_2.5","GCF.POS_95","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"CAAM","2_BLT","-0.026","-0.40048"," 0.32302","3.5","2.975","4.104","0.12","0.13","0.0075","0.0021","0.00092","0.00027"
"CACA","1_nSPC","-0.62","-1.0423","-0.1712","2.2","1.743","2.698","0.16","0.16","0.0022","0.0022","0.00035","0.00035"
"CACA","2_BLT","-0.62","-1.0423","-0.1712","2.2","1.743","2.698","0.13","0.22","0.0057","0.0026","0.00073","0.00055"
"CACO","1_nSPC","0.11","-0.3295"," 0.5384","3.4","2.706","4.195","0.14","0.14","0.0025","0.0025","0.00034","0.00034"
"CACO","2_BLT","0.11","-0.3295"," 0.5384","3.4","2.706","4.195","0.16","0.15","0.0100","0.0029","0.00162","0.00043"
"CADU","1_nSPC","-0.8","-1.3095","-0.2394","2","1.516","2.512","0.096","0.096","0.0018","0.0018","0.00017","0.00017"
"CADU","2_BLT","-0.8","-1.3095","-0.2394","2","1.516","2.512","0.088","0.176","0.0043","0.0022","0.00038","0.00039"
"CAFE","1_nSPC","-1.2","-3.1966"," 0.8095","1.1e+24","7.567e-16","3.916e+03","0.0193","0.0193","0.0044","4.4e-03","8.5e-05","8.5e-05"
"CAFE","2_BLT","-1.2","-3.1966"," 0.8095","1.1e+24","7.567e-16","3.916e+03","0.0014","0.0049","0.0050","4.7e-27","7.1e-06","2.3e-29"
"CAIG","1_nSPC","-1.3","-3.3456"," 0.8408","2.5","1.177","5.111","0.03642","0.0364","0.0019","0.0019","6.8e-05","6.8e-05"
"CAIG","2_BLT","-1.3","-3.3456"," 0.8408","2.5","1.177","5.111","0.00064","0.0023","0.0033","0.0013","2.1e-06","3.0e-06"
"CAJA","1_nSPC","0.58","0.2783","0.8930","4.8","4.298","5.365","0.73","0.73","0.0046","0.0046","0.0034","0.0034"
"CAJA","2_BLT","0.58","0.2783","0.8930","4.8","4.298","5.365","0.75","0.63","0.0248","0.0051","0.0187","0.0033"
"CAME","1_nSPC","-1.3","-1.739","-0.874","1.1","0.8131","1.5614","0.31","0.31","0.0045","0.0045","0.00142","0.0014"
"CAME","2_BLT","-1.3","-1.739","-0.874","1.1","0.8131","1.5614","0.14","0.38","0.0039","0.0034","0.00056","0.0013"
"CAOR","1_nSPC","-1.4","-2.88557"," 0.08761","1.4","0.3856","3.5811","0.0285","0.029","0.0025","0.0025","7.1e-05","7.1e-05"
