"GROUP","METHOD","GCF.SOURCE","PRES.GCF","POS.GCF","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"CISP","2_BLT","Global",0,2.36,0.11,0.11,0.01,0,0,0
"CIVA","1_nSPC","Global",0,2.36,0.02,0.02,0.01,0.01,0,0
"CIVA","2_BLT","Global",0,2.36,0.01,0.01,0,0,0,0
"CIVR","1_nSPC","Global",0,2.36,0.11,0.11,0.01,0.01,0,0
"CIVR","2_BLT","Global",0,2.36,0.12,0.12,0.01,0.01,0,0
"COAY","1_nSPC","Global",0,2.36,0.22,0.22,0,0,0,0
"COAY","2_BLT","Global",0,2.36,0.07,0.07,0,0,0,0
"COCE","1_nSPC","Global",0,2.36,0.08,0.08,0.01,0.01,0,0
"COCE","2_BLT","Global",0,2.36,0.07,0.07,0.04,0.02,0,0
"COFU","2_BLT","Global",0,2.36,0.01,0.01,0.01,0,0,0
"COGA","1_nSPC","Global",0,2.36,0.3,0.3,0,0,0,0
"COGA","2_BLT","Global",0,2.36,0.15,0.15,0.01,0,0,0
"CONG","2_BLT","Global",0,2.36,0,0,0.3,0.13,0,0
"CTBI","1_nSPC","Global",0,2.36,0.04,0.04,0,0,0,0
"CTCY","1_nSPC","Global",0,2.36,0.48,0.48,0.02,0.02,0.01,0.01
"CTCY","2_BLT","Global",0,2.36,0.39,0.39,0.04,0.02,0.02,0.01
"CTFL","1_nSPC","Global",0,2.36,0.1,0.1,0,0,0,0
"CTFL","2_BLT","Global",0,2.36,0.13,0.13,0.01,0,0,0
"CTHA","1_nSPC","Global",0,2.36,0.2,0.2,0,0,0,0
"CTHA","2_BLT","Global",0,2.36,0.19,0.19,0.01,0,0,0
"CTMA","1_nSPC","Global",0,2.36,0.52,0.52,0.01,0.01,0.01,0.01
"CTMA","2_BLT","Global",0,2.36,0.49,0.49,0.04,0.02,0.02,0.01
"CTSP","1_nSPC","Global",0,2.36,0.02,0.02,0.01,0.01,0,0
"CTSP","2_BLT","Global",0,2.36,0.2,0.2,0.05,0.02,0.01,0
"CTSR","1_nSPC","Global",0,2.36,0.34,0.34,0.03,0.03,0.01,0.01
"CTSR","2_BLT","Global",0,2.36,0.43,0.43,0.05,0.02,0.02,0.01
"CTST","1_nSPC","Global",0,2.36,0.2,0.2,0.04,0.04,0.01,0.01
"CTST","2_BLT","Global",0,2.36,0.19,0.19,0.17,0.07,0.03,0.01
"DAAL","1_nSPC","Global",0,2.36,0.12,0.12,0.01,0.01,0,0
"DAAL","2_BLT","Global",0,2.36,0.11,0.11,0.03,0.01,0,0
"DAAR","1_nSPC","Global",0,2.36,0.04,0.04,0.08,0.08,0,0
"DAAR","2_BLT","Global",0,2.36,0.06,0.06,0.13,0.05,0.01,0
"DAAU","1_nSPC","Global",0,2.36,0.26,0.26,0.02,0.02,0,0
"DAAU","2_BLT","Global",0,2.36,0.23,0.23,0.04,0.02,0.01,0
"DAMS","1_nSPC","Global",0,2.36,0.02,0.02,0.03,0.03,0,0
"DAMS","2_BLT","Global",0,2.36,0.15,0.15,0.35,0.15,0.05,0.02
"DARE","1_nSPC","Global",0,2.36,0,0,0,0,0,0
